pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_facility
Kepler-1330 b,Transit,0,1,10.10769068,,,,,,0.147,,0,1,0,1,19h22m18.42s,290.576737,+39d57m24.8s,39.956893,939.00,1809.47,15.017,Kepler-band,14.945,5608.00,0.97,0.94,2016-05-10,Kepler
Kepler-1331 b,Transit,0,1,0.78916165,,,,,,0.094,,0,1,0,1,19h48m17.71s,297.073789,+41d13m28.1s,41.224480,365.00,322.14,15.031,Kepler-band,15.032,4508.00,0.72,0.69,2016-05-10,Kepler
Kepler-1332 b,Transit,0,1,11.87456832,,,,,,0.122,,0,1,0,1,19h24m06.86s,291.028590,+43d54m49.2s,43.913673,515.00,536.87,13.756,Kepler-band,13.795,5581.00,0.95,0.90,2016-05-10,Kepler
Kepler-1333 b,Transit,0,1,109.64718420,,,,,,0.251,,0,1,0,1,19h34m06.61s,293.527561,+41d06m41.2s,41.111437,958.00,956.93,15.162,Kepler-band,15.171,5628.00,0.94,0.92,2016-05-10,Kepler
Kepler-1334 b,Transit,0,1,15.64591713,,,,,,0.204,,0,1,0,1,19h17m14.76s,289.311480,+51d19m15.1s,51.320866,1047.00,1267.56,15.241,Kepler-band,15.171,5614.00,0.94,0.91,2016-05-10,Kepler
Kepler-1335 b,Transit,0,1,6.26406846,,,,,,0.129,,0,1,0,1,18h59m21.22s,284.838408,+42d04m13.6s,42.070431,628.00,633.09,15.329,Kepler-band,15.304,4903.00,0.77,0.74,2016-05-10,Kepler
Kepler-1336 b,Transit,0,2,23.19868100,,,,,,0.177,,0,1,0,1,19h45m06.65s,296.277711,+46d53m59.5s,46.899857,822.00,1164.14,14.056,Kepler-band,14.038,5512.00,0.94,1.30,2016-05-10,Kepler
Kepler-1336 c,Transit,0,2,5.77721211,,,,,,0.153,,0,1,0,1,19h45m06.65s,296.277711,+46d53m59.5s,46.899857,822.00,1164.14,14.056,Kepler-band,14.038,5512.00,0.94,1.30,2016-05-10,Kepler
Kepler-1337 b,Transit,0,1,24.40025490,,,,,,0.215,,0,1,0,1,19h08m02.18s,287.009098,+46d47m46.0s,46.796101,588.00,612.02,15.858,Kepler-band,15.817,4523.00,0.70,0.67,2016-05-10,Kepler
Kepler-1338 b,Transit,0,1,0.93511806,,,,,,0.082,,0,1,0,1,18h56m10.16s,284.042335,+41d41m56.9s,41.699139,619.00,769.90,13.615,Kepler-band,13.574,5909.00,1.04,1.05,2016-05-10,Kepler
Kepler-1339 b,Transit,0,1,1.34155513,,,,,,0.063,,0,1,0,1,18h54m58.99s,283.745794,+48d22m24.2s,48.373394,267.00,374.82,12.299,Kepler-band,12.123,5586.00,0.94,0.93,2016-05-10,Kepler
Kepler-134 b,Transit,0,2,5.31742900,0.060000,,,,,0.178,,0,1,0,1,18h58m57.36s,284.739001,+49d35m54.2s,49.598396,338.05,338.05,12.324,Kepler-band,12.222,5983.00,,1.18,2014-05-14,Kepler
Kepler-134 c,Transit,0,2,10.10578500,0.092000,,,,,0.112,,0,1,0,1,18h58m57.36s,284.739001,+49d35m54.2s,49.598396,338.05,338.05,12.324,Kepler-band,12.222,5983.00,,1.18,2014-05-14,Kepler
Kepler-1340 b,Transit,0,1,0.66502692,,,,,,0.138,,0,1,0,1,19h44m55.87s,296.232807,+42d28m22.0s,42.472790,1421.00,1009.68,14.758,Kepler-band,14.755,6331.00,1.27,1.42,2016-05-10,Kepler
Kepler-1341 b,Transit,0,1,132.99683220,,,,,,0.267,,0,1,0,1,18h42m02.82s,280.511769,+44d09m33.7s,44.159351,466.00,483.57,15.028,Kepler-band,15.018,4662.00,0.79,0.72,2016-05-10,Kepler
Kepler-1342 b,Transit,0,1,2.21571036,,,,,,0.148,,0,1,0,1,19h48m04.82s,297.020069,+43d25m57.2s,43.432549,941.00,913.10,15.392,Kepler-band,15.383,5527.00,0.93,0.90,2016-05-10,Kepler
Kepler-1343 b,Transit,0,1,3.35183158,,,,,,0.172,,0,1,0,1,19h37m10.69s,294.294533,+50d43m31.4s,50.725376,1307.00,1850.48,15.526,Kepler-band,15.530,5759.00,0.95,0.93,2016-05-10,Kepler
Kepler-1344 b,Transit,0,1,4.76830490,,,,,,0.164,,0,1,0,1,19h08m20.71s,287.086297,+46d56m44.9s,46.945816,851.00,875.44,14.083,Kepler-band,14.027,5981.00,1.09,1.13,2016-05-10,Kepler
Kepler-1345 b,Transit,0,1,44.61695570,,,,,,0.211,,0,1,0,1,19h29m54.71s,292.477965,+46d01m22.2s,46.022835,1164.00,1410.15,13.791,Kepler-band,13.705,6449.00,1.32,1.55,2016-05-10,Kepler
Kepler-1346 b,Transit,0,1,3.40165668,,,,,,0.141,,0,1,0,1,19h27m21.91s,291.841308,+45d10m45.0s,45.179176,1123.00,864.61,14.497,Kepler-band,14.462,6133.00,1.14,1.21,2016-05-10,Kepler
Kepler-1347 b,Transit,0,1,14.00947528,,,,,,0.092,,0,1,0,1,19h58m38.31s,299.659605,+40d50m37.9s,40.843853,321.00,,13.380,Kepler-band,13.412,5193.00,0.82,0.79,2016-05-10,Kepler
Kepler-1348 b,Transit,0,1,27.57227420,,,,,,0.173,,0,1,0,1,19h28m20.99s,292.087460,+49d47m19.6s,49.788765,1033.00,1257.73,14.718,Kepler-band,14.679,5911.00,1.04,1.04,2016-05-10,Kepler
Kepler-1349 b,Transit,0,1,2.12823928,,,,,,0.062,,0,1,0,1,19h05m21.21s,286.338369,+48d44m38.8s,48.744099,260.00,278.53,11.126,Kepler-band,11.082,6086.00,1.16,1.28,2016-05-10,Kepler
Kepler-135 b,Transit,0,2,6.00253000,0.067000,,,,,0.161,,0,1,0,1,19h21m58.83s,290.495129,+38d47m43.7s,38.795481,632.99,632.99,12.730,Kepler-band,12.679,6090.00,,1.27,2014-05-14,Kepler
Kepler-135 c,Transit,0,2,11.44870800,0.103000,,,,,0.103,,0,1,0,1,19h21m58.83s,290.495129,+38d47m43.7s,38.795481,632.99,632.99,12.730,Kepler-band,12.679,6090.00,,1.27,2014-05-14,Kepler
Kepler-1350 b,Transit,0,2,4.49686040,,,,,,0.225,,0,1,0,1,19h13m00.14s,288.250582,+46d40m46.6s,46.679602,350.00,343.93,16.283,Kepler-band,16.233,3827.00,0.55,0.53,2016-05-10,Kepler
Kepler-1350 c,Transit,0,2,1.76678906,,,,,,0.154,,0,1,0,1,19h13m00.14s,288.250582,+46d40m46.6s,46.679602,350.00,343.93,16.283,Kepler-band,16.233,3827.00,0.55,0.53,2016-05-10,Kepler
Kepler-1351 b,Transit,0,1,0.91614077,,,,,,0.058,,0,1,0,1,19h34m26.09s,293.608720,+42d11m51.6s,42.197678,241.00,203.98,14.107,Kepler-band,14.087,4439.00,0.70,0.67,2016-05-10,Kepler
Kepler-1352 b,Transit,0,1,1.87788275,,,,,,0.079,,0,1,0,1,19h22m46.50s,290.693736,+48d42m05.3s,48.701477,637.00,684.08,13.295,Kepler-band,13.250,6118.00,1.11,1.16,2016-05-10,Kepler
Kepler-1353 b,Transit,0,1,24.75439660,,,,,,0.161,,0,1,0,1,19h42m56.48s,295.735335,+42d34m34.5s,42.576252,596.00,603.46,15.514,Kepler-band,15.506,4776.00,0.76,0.72,2016-05-10,Kepler
Kepler-1354 b,Transit,0,1,76.61337700,,,,,,0.265,,0,1,0,1,19h24m58.84s,291.245187,+37d45m32.6s,37.759052,1057.00,1156.43,14.357,Kepler-band,14.369,6168.00,1.16,1.24,2016-05-10,Kepler
Kepler-1355 b,Transit,0,1,1.28958811,,,,,,0.130,,0,1,0,1,18h54m57.94s,283.741416,+49d04m04.7s,49.067978,963.00,935.39,15.471,Kepler-band,15.452,5352.00,0.88,0.83,2016-05-10,Kepler
Kepler-1356 b,Transit,0,1,0.63400294,,,,,,0.136,,0,1,0,1,19h23m58.88s,290.995346,+43d14m38.2s,43.243938,881.00,865.71,15.760,Kepler-band,15.720,5106.00,0.82,0.78,2016-05-10,Kepler
Kepler-1357 b,Transit,0,1,3.00913240,,,,,,0.114,,0,1,0,1,19h26m11.54s,291.548094,+50d21m11.9s,50.353313,1026.00,1045.99,15.273,Kepler-band,15.220,5597.00,0.93,0.90,2016-05-10,Kepler
Kepler-1358 b,Transit,0,1,7.06317341,,,,,,0.100,,0,1,0,1,19h04m40.93s,286.170543,+43d00m32.1s,43.008911,558.00,555.72,14.572,Kepler-band,14.540,5181.00,0.82,0.79,2016-05-10,Kepler
Kepler-1359 b,Transit,0,1,59.49709520,,,,,,0.252,,0,1,0,1,19h18m09.32s,289.538819,+41d53m34.2s,41.892825,669.00,625.57,15.768,Kepler-band,15.753,4709.00,0.78,0.72,2016-05-10,Kepler
Kepler-136 b,Transit,0,2,11.57890000,0.106000,,,,,0.183,,1,1,0,1,19h45m52.16s,296.467314,+42d35m55.6s,42.598771,425.94,425.94,12.459,Kepler-band,11.754,6165.00,,1.35,2014-05-14,Kepler
Kepler-136 c,Transit,0,2,16.39923500,0.133000,,,,,0.178,,0,1,0,1,19h45m52.16s,296.467314,+42d35m55.6s,42.598771,425.94,425.94,12.459,Kepler-band,11.754,6165.00,,1.35,2014-05-14,Kepler
Kepler-1360 b,Transit,0,1,40.52864130,,,,,,0.303,,0,1,0,1,20h01m22.58s,300.344076,+45d37m23.6s,45.623219,1405.00,1584.96,13.913,Kepler-band,13.880,6778.00,1.51,1.83,2016-05-10,Kepler
Kepler-1361 b,Transit,0,1,3.57554956,,,,,,0.077,,0,1,0,1,18h54m15.68s,283.565314,+46d54m15.3s,46.904255,404.00,393.57,13.930,Kepler-band,13.917,5131.00,0.83,0.79,2016-05-10,Kepler
Kepler-1362 b,Transit,0,1,136.20562600,,,,,,0.232,,0,1,0,1,19h14m09.25s,288.538542,+40d52m37.6s,40.877113,767.00,746.63,15.839,Kepler-band,15.825,4857.00,0.80,0.74,2016-05-10,Kepler
Kepler-1363 b,Transit,0,1,2.94194094,,,,,,0.112,,0,1,0,1,19h47m59.17s,296.996558,+49d15m23.1s,49.256413,559.00,550.24,15.290,Kepler-band,15.292,4839.00,0.76,0.72,2016-05-10,Kepler
Kepler-1364 b,Transit,0,1,13.32196237,,,,,,0.192,,0,1,0,1,19h40m36.53s,295.152201,+49d35m15.4s,49.587605,1149.00,,13.228,Kepler-band,13.186,6805.00,1.49,1.79,2016-05-10,Kepler
Kepler-1365 b,Transit,0,2,7.69993485,,,,,,0.082,,0,1,0,1,19h28m47.93s,292.199710,+42d02m45.9s,42.046089,541.00,860.89,13.421,Kepler-band,13.380,5770.00,1.00,1.05,2016-05-10,Kepler
Kepler-1365 c,Transit,0,2,4.77468005,,,,,,0.071,,0,1,0,1,19h28m47.93s,292.199710,+42d02m45.9s,42.046089,541.00,860.89,13.421,Kepler-band,13.380,5770.00,1.00,1.05,2016-05-10,Kepler
Kepler-1366 b,Transit,0,1,2.16457097,,,,,,0.128,,0,1,0,1,19h00m15.58s,285.064914,+41d33m17.5s,41.554874,395.00,471.93,15.877,Kepler-band,15.889,4070.00,0.62,0.60,2016-05-10,Kepler
Kepler-1367 b,Transit,0,1,1.57409027,,,,,,0.082,,0,1,0,1,19h13m39.97s,288.416528,+47d52m43.4s,47.878731,357.00,406.12,15.571,Kepler-band,15.558,4106.00,0.62,0.60,2016-05-10,Kepler
Kepler-1368 b,Transit,0,1,0.67564949,,,,,,0.147,,0,1,0,1,19h39m04.08s,294.766985,+41d38m40.8s,41.644680,1750.00,1706.42,15.892,Kepler-band,15.873,5906.00,1.07,1.08,2016-05-10,Kepler
Kepler-1369 b,Transit,0,1,25.87314800,,,,,,0.240,,0,1,0,1,19h03m11.34s,285.797234,+40d56m10.3s,40.936186,1236.00,1281.72,15.323,Kepler-band,15.350,5761.00,0.99,0.99,2016-05-10,Kepler
Kepler-137 b,Transit,0,2,8.43638700,0.077000,,,,,0.131,,0,1,0,1,18h48m32.53s,282.135534,+43d02m20.8s,43.039101,305.65,305.65,12.990,Kepler-band,12.941,5187.00,,0.80,2014-05-14,Kepler
Kepler-137 c,Transit,0,2,18.73575300,0.130000,,,,,0.168,,0,1,0,1,18h48m32.53s,282.135534,+43d02m20.8s,43.039101,305.65,305.65,12.990,Kepler-band,12.941,5187.00,,0.80,2014-05-14,Kepler
Kepler-1370 b,Transit,0,2,20.26416840,,,,,,0.164,,0,1,0,1,18h58m15.76s,284.565675,+41d46m42.5s,41.778484,878.00,1033.99,13.701,Kepler-band,13.674,6202.00,1.19,1.29,2016-05-10,Kepler
Kepler-1370 c,Transit,0,2,7.44142113,,,,,,0.113,,0,1,0,1,18h58m15.76s,284.565675,+41d46m42.5s,41.778484,878.00,1033.99,13.701,Kepler-band,13.674,6202.00,1.19,1.29,2016-05-10,Kepler
Kepler-1371 b,Transit,0,2,3.44620390,,,,,,0.065,,0,1,0,1,19h15m19.53s,288.831383,+47d33m07.2s,47.551994,450.00,523.07,13.851,Kepler-band,13.834,5361.00,0.87,0.83,2016-05-10,Kepler
Kepler-1371 c,Transit,0,2,2.00541269,,,,,,0.057,,0,1,0,1,19h15m19.53s,288.831383,+47d33m07.2s,47.551994,450.00,523.07,13.851,Kepler-band,13.834,5361.00,0.87,0.83,2016-05-10,Kepler
Kepler-1372 b,Transit,0,1,1.31155557,,,,,,0.113,,0,1,0,1,19h15m32.79s,288.886635,+44d50m22.4s,44.839550,1161.00,1353.28,15.371,Kepler-band,15.349,5677.00,0.98,0.97,2016-05-10,Kepler
Kepler-1373 b,Transit,0,1,1.29123275,,,,,,0.103,,0,1,0,1,19h03m00.49s,285.752049,+39d14m57.1s,39.249205,1112.00,1787.11,14.135,Kepler-band,14.072,6299.00,1.22,1.33,2016-05-10,Kepler
Kepler-1374 b,Transit,0,1,10.65276707,,,,,,0.204,,0,1,0,1,19h25m24.00s,291.349983,+45d10m20.2s,45.172267,1135.00,1111.89,15.970,Kepler-band,15.930,5323.00,0.85,0.81,2016-05-10,Kepler
Kepler-1375 b,Transit,0,1,3.30041920,,,,,,0.155,,0,1,0,1,19h45m10.45s,296.293558,+43d24m11.8s,43.403267,1238.00,1491.88,13.749,Kepler-band,13.710,6704.00,1.47,1.78,2016-05-10,Kepler
Kepler-1376 b,Transit,0,1,5.30880656,,,,,,0.094,,0,1,0,1,19h07m50.02s,286.958437,+42d32m29.0s,42.541386,864.00,890.22,14.699,Kepler-band,14.672,5659.00,0.98,0.97,2016-05-10,Kepler
Kepler-1377 b,Transit,0,1,0.74092842,,,,,,0.112,,0,1,0,1,19h16m46.91s,289.195458,+46d39m06.1s,46.651703,1019.00,1183.89,15.918,Kepler-band,15.889,5218.00,0.86,0.82,2016-05-10,Kepler
Kepler-1378 b,Transit,0,1,11.95398936,,,,,,0.196,,0,1,0,1,19h49m29.60s,297.373313,+40d21m59.0s,40.366398,562.00,513.44,15.911,Kepler-band,16.054,4407.00,0.70,0.67,2016-05-10,Kepler
Kepler-1379 b,Transit,0,1,0.88184115,,,,,,0.116,,0,1,0,1,19h34m40.91s,293.670471,+41d24m36.9s,41.410248,951.00,996.70,15.919,Kepler-band,15.853,5188.00,0.83,0.79,2016-05-10,Kepler
Kepler-138 b,Transit,0,3,10.31260000,,,,0.00021,Mass,0.047,2.60000,1,1,0,2,19h21m31.57s,290.381547,+43d17m34.7s,43.292973,66.99,66.99,12.925,Kepler-band,12.472,3841.00,0.52,0.44,2015-06-17,Kepler
Kepler-138 c,Transit,0,3,13.78130000,,,,0.00620,Mass,0.107,6.20000,1,1,0,2,19h21m31.57s,290.381547,+43d17m34.7s,43.292973,66.99,66.99,12.925,Kepler-band,12.472,3841.00,0.52,0.44,2015-06-17,Kepler
Kepler-138 d,Transit,0,3,23.08810000,,,,0.00201,Mass,0.108,2.10000,1,1,0,2,19h21m31.57s,290.381547,+43d17m34.7s,43.292973,66.99,66.99,12.925,Kepler-band,12.472,3841.00,0.52,0.44,2015-06-17,Kepler
Kepler-1380 b,Transit,0,1,10.31082450,,,,,,0.128,,0,1,0,1,19h12m27.85s,288.116053,+42d26m25.5s,42.440422,1209.00,2664.10,15.619,Kepler-band,15.614,5570.00,0.96,0.94,2016-05-10,Kepler
Kepler-1381 b,Transit,0,1,25.38426860,,,,,,0.201,,0,1,0,1,19h10m08.58s,287.535764,+48d43m40.0s,48.727791,1306.00,1239.40,15.535,Kepler-band,15.478,5747.00,0.96,0.94,2016-05-10,Kepler
Kepler-1382 b,Transit,0,1,16.35830550,,,,,,0.168,,0,1,0,1,19h41m30.57s,295.377379,+39d02m52.9s,39.048031,730.00,752.43,12.683,Kepler-band,12.757,6161.00,1.36,1.72,2016-05-10,Kepler
Kepler-1383 b,Transit,0,1,13.90935830,,,,,,0.126,,0,1,0,1,19h51m46.75s,297.944779,+42d11m30.8s,42.191882,961.00,1057.93,13.716,Kepler-band,13.708,6370.00,1.26,1.44,2016-05-10,Kepler
Kepler-1384 b,Transit,0,1,15.36262753,,,,,,0.173,,0,1,0,1,19h44m51.64s,296.215166,+39d31m37.4s,39.527049,618.00,,15.384,Kepler-band,15.446,4919.00,0.78,0.74,2016-05-10,Kepler
Kepler-1385 b,Transit,0,1,2.88879862,,,,,,0.076,,0,1,0,1,18h50m31.53s,282.631369,+46d28m52.0s,46.481106,527.00,702.41,12.858,Kepler-band,12.844,5732.00,1.15,1.29,2016-05-10,Kepler
Kepler-1386 b,Transit,0,1,6.73972381,,,,,,0.111,,0,1,0,1,18h43m17.61s,280.823394,+42d38m09.8s,42.636056,838.00,856.45,14.455,Kepler-band,14.417,5733.00,1.02,1.03,2016-05-10,Kepler
Kepler-1387 b,Transit,0,1,2.27952666,,,,,,0.083,,0,1,0,1,19h29m45.70s,292.440396,+43d12m34.0s,43.209431,491.00,461.39,14.589,Kepler-band,14.580,5046.00,0.82,0.77,2016-05-10,Kepler
Kepler-1388 b,Transit,0,4,12.28546030,,,,,,0.231,,1,1,0,1,18h53m20.65s,283.336040,+47d10m28.3s,47.174535,492.00,459.67,16.279,Kepler-band,16.294,4098.00,0.63,0.61,2016-05-10,Kepler
Kepler-1388 c,Transit,0,4,5.53608151,,,,,,0.202,,0,1,0,1,18h53m20.65s,283.336040,+47d10m28.3s,47.174535,492.00,459.67,16.279,Kepler-band,16.294,4098.00,0.63,0.61,2016-05-10,Kepler
Kepler-1388 d,Transit,0,4,20.95681580,,,,,,0.255,,0,1,0,1,18h53m20.65s,283.336040,+47d10m28.3s,47.174535,492.00,459.67,16.279,Kepler-band,16.294,4098.00,0.63,0.61,2016-05-10,Kepler
Kepler-1388 e,Transit,0,4,37.63270840,,,,,,0.219,,0,1,0,1,18h53m20.65s,283.336040,+47d10m28.3s,47.174535,492.00,459.67,16.279,Kepler-band,16.294,4098.00,0.63,0.61,2016-05-10,Kepler
Kepler-1389 b,Transit,0,1,99.25309510,,,,,,0.158,,1,1,0,1,19h02m52.18s,285.717427,+44d45m30.3s,44.758423,521.00,504.30,14.699,Kepler-band,14.684,5078.00,0.81,0.74,2016-05-10,Kepler
Kepler-139 b,Transit,0,2,15.77104400,0.127000,,,,,0.262,,0,1,0,1,18h49m34.07s,282.391957,+43d53m21.7s,43.889351,395.45,395.45,12.701,Kepler-band,12.677,5594.00,,1.30,2014-05-14,Kepler
Kepler-139 c,Transit,0,2,157.07287800,0.586000,,,,,0.302,,1,1,0,1,18h49m34.07s,282.391957,+43d53m21.7s,43.889351,395.45,395.45,12.701,Kepler-band,12.677,5594.00,,1.30,2014-05-14,Kepler
Kepler-1390 b,Transit,0,1,6.48021673,,,,,,0.105,,0,1,0,1,19h54m38.96s,298.662345,+48d14m55.6s,48.248764,760.00,738.70,14.421,Kepler-band,14.402,5753.00,0.98,0.98,2016-05-10,Kepler
Kepler-1391 b,Transit,0,1,54.40923330,,,,,,0.150,,0,1,0,1,19h39m19.45s,294.831023,+46d39m34.5s,46.659592,721.00,1070.25,13.852,Kepler-band,13.828,5840.00,1.03,1.10,2016-05-10,Kepler
Kepler-1392 b,Transit,0,1,15.14103970,,,,,,0.175,,0,1,0,1,19h15m04.07s,288.766976,+46d23m39.9s,46.394424,1117.00,4872.74,15.679,Kepler-band,15.666,5479.00,0.88,0.85,2016-05-10,Kepler
Kepler-1393 b,Transit,0,1,2.44357812,,,,,,0.071,,0,1,0,1,18h57m50.27s,284.459458,+40d08m33.2s,40.142553,462.00,637.70,13.348,Kepler-band,13.332,5697.00,0.95,0.92,2016-05-10,Kepler
Kepler-1394 b,Transit,0,1,3.93766373,,,,,,0.124,,0,1,0,1,18h53m48.77s,283.453200,+45d05m02.9s,45.084141,820.00,652.40,11.801,Kepler-band,11.714,6481.00,1.64,2.55,2016-05-10,Kepler
Kepler-1395 b,Transit,0,1,3.78470649,,,,,,0.071,,0,1,0,1,19h29m21.01s,292.337551,+47d39m51.1s,47.664200,507.00,499.89,12.581,Kepler-band,12.536,6138.00,1.17,1.23,2016-05-10,Kepler
Kepler-1396 b,Transit,0,1,18.22064210,,,,,,0.185,,0,1,0,1,19h37m20.75s,294.336468,+44d55m05.9s,44.918293,1236.00,1100.00,14.544,Kepler-band,14.527,6195.00,1.18,1.27,2016-05-10,Kepler
Kepler-1397 b,Transit,0,1,47.44995500,,,,,,0.153,,0,1,0,1,19h58m42.21s,299.675859,+47d04m33.0s,47.075844,770.00,1240.73,14.089,Kepler-band,14.091,6026.00,1.09,1.12,2016-05-10,Kepler
Kepler-1398 b,Transit,0,2,2.78815679,,,,,,0.080,,0,1,0,1,19h39m27.88s,294.866185,+48d38m20.3s,48.638985,793.00,873.64,13.710,Kepler-band,13.660,6126.00,1.13,1.18,2016-05-10,Kepler
Kepler-1398 c,Transit,0,2,4.13827595,,,,,,0.092,,0,1,0,1,19h39m27.88s,294.866185,+48d38m20.3s,48.638985,793.00,873.64,13.710,Kepler-band,13.660,6126.00,1.13,1.18,2016-05-10,Kepler
Kepler-1399 b,Transit,0,1,1.63865306,,,,,,0.112,,0,1,0,1,19h33m14.80s,293.311681,+46d02m30.2s,46.041714,1256.00,1441.87,15.490,Kepler-band,15.507,5735.00,0.97,0.96,2016-05-10,Kepler
Kepler-14 b,Transit,0,1,6.79012300,,0.035000,90.000,8.40000,Mass,1.136,7.10000,0,1,0,1,19h10m50.12s,287.708814,+47d19m59.0s,47.333050,980.00,,12.128,Kepler-band,,6395.00,1.51,2.05,2014-05-14,Kepler
Kepler-140 b,Transit,0,2,3.25427000,0.045000,,,,,0.144,,0,1,0,1,19h09m28.67s,287.369468,+46d46m05.6s,46.768213,593.80,593.80,12.996,Kepler-band,12.941,6077.00,,1.29,2014-05-14,Kepler
Kepler-140 c,Transit,0,2,91.35328200,0.414000,,,,,0.161,,0,1,0,1,19h09m28.67s,287.369468,+46d46m05.6s,46.768213,593.80,593.80,12.996,Kepler-band,12.941,6077.00,,1.29,2014-05-14,Kepler
Kepler-1400 b,Transit,0,1,9.06689421,,,,,,0.145,,0,1,0,1,19h05m05.20s,286.271652,+45d26m26.9s,45.440807,879.00,768.57,15.737,Kepler-band,15.713,5044.00,0.83,0.78,2016-05-10,Kepler
Kepler-1401 b,Transit,0,1,11.20066445,,,,,,0.150,,0,1,0,1,19h09m51.85s,287.466042,+40d45m30.4s,40.758452,1242.00,,14.982,Kepler-band,14.972,5964.00,1.07,1.10,2016-05-10,Kepler
Kepler-1402 b,Transit,0,1,2.03387914,,,,,,0.068,,0,1,0,1,19h27m23.48s,291.847824,+48d58m05.3s,48.968132,681.00,1560.94,14.621,Kepler-band,14.608,5416.00,0.90,0.87,2016-05-10,Kepler
Kepler-1403 b,Transit,0,1,5.19492202,,,,,,0.191,,0,1,0,1,19h23m28.25s,290.867707,+38d57m36.4s,38.960119,1801.00,2305.95,15.598,Kepler-band,15.591,6060.00,1.11,1.15,2016-05-10,Kepler
Kepler-1404 b,Transit,0,1,15.93147390,,,,,,0.179,,0,1,0,1,19h44m02.26s,296.009430,+50d29m54.2s,50.498386,946.00,987.88,15.688,Kepler-band,15.703,5261.00,0.84,0.80,2016-05-10,Kepler
Kepler-1405 b,Transit,0,1,28.22741840,,,,,,0.353,,0,1,0,1,19h42m44.36s,295.684842,+39d15m22.1s,39.256142,1605.00,1595.29,15.873,Kepler-band,15.818,5925.00,1.05,1.07,2016-05-10,Kepler
Kepler-1406 b,Transit,0,1,11.62905828,,,,,,0.098,,0,1,0,1,19h28m19.65s,292.081863,+38d54m54.1s,38.915023,587.00,1243.79,13.256,Kepler-band,13.382,5892.00,1.05,1.12,2016-05-10,Kepler
Kepler-1407 b,Transit,0,1,20.07115040,,,,,,0.201,,0,1,0,1,18h55m46.18s,283.942432,+41d28m17.8s,41.471600,1275.00,1454.62,14.935,Kepler-band,14.892,6010.00,1.10,1.15,2016-05-10,Kepler
Kepler-1408 b,Transit,0,1,2.99793191,,,,,,0.079,,0,1,0,1,18h50m47.99s,282.699942,+45d25m32.8s,45.425770,426.00,543.38,12.003,Kepler-band,11.962,6170.00,1.21,1.35,2016-05-10,Kepler
Kepler-1409 b,Transit,0,1,0.76486493,,,,,,0.093,,0,1,0,1,19h20m20.35s,290.084786,+51d12m31.0s,51.208603,722.00,709.02,15.168,Kepler-band,15.172,5160.00,0.83,0.79,2016-05-10,Kepler
Kepler-141 b,Transit,0,2,3.10767500,0.039000,,,,,0.062,,0,1,0,1,19h51m53.02s,297.970897,+47d43m54.0s,47.731678,303.83,303.83,13.448,Kepler-band,13.421,4910.00,,0.79,2014-05-14,Kepler
Kepler-141 c,Transit,0,2,7.01060600,0.067000,,,,,0.126,,0,1,0,1,19h51m53.02s,297.970897,+47d43m54.0s,47.731678,303.83,303.83,13.448,Kepler-band,13.421,4910.00,,0.79,2014-05-14,Kepler
Kepler-1410 b,Transit,0,1,60.86616800,,,,,,0.159,,0,1,0,1,19h22m02.45s,290.510198,+38d44m36.8s,38.743544,367.00,,15.757,Kepler-band,15.948,4092.00,0.63,0.60,2016-05-10,Kepler
Kepler-1411 b,Transit,0,1,86.11508880,,,,,,0.252,,0,1,0,1,19h05m26.78s,286.361579,+42d57m50.1s,42.963924,1431.00,1744.25,15.831,Kepler-band,15.771,5664.00,0.95,0.92,2016-05-10,Kepler
Kepler-1412 b,Transit,0,1,3.61460510,,,,,,0.074,,0,1,0,1,19h28m43.23s,292.180120,+49d12m08.9s,49.202480,639.00,772.49,13.219,Kepler-band,13.193,5880.00,1.06,1.27,2016-05-10,Kepler
Kepler-1413 b,Transit,0,1,13.18296420,,,,,,0.162,,0,1,0,1,19h37m22.00s,294.341649,+46d29m55.6s,46.498767,1162.00,1204.75,16.239,Kepler-band,16.285,5196.00,0.84,0.80,2016-05-10,Kepler
Kepler-1414 b,Transit,0,1,3.51576315,,,,,,0.110,,0,1,0,1,18h59m42.86s,284.928580,+42d25m20.3s,42.422310,534.00,580.32,14.897,Kepler-band,14.861,4951.00,0.80,0.75,2016-05-10,Kepler
Kepler-1415 b,Transit,0,1,0.63642408,,,,,,0.115,,0,1,0,1,19h00m37.66s,285.156913,+47d52m24.0s,47.873333,1066.00,1075.01,15.744,Kepler-band,15.721,5267.00,0.89,0.84,2016-05-10,Kepler
Kepler-1416 b,Transit,0,1,1.49514952,,,,,,0.079,,0,1,0,1,19h54m39.23s,298.663468,+43d53m38.7s,43.894073,807.00,976.02,14.220,Kepler-band,14.226,6019.00,1.09,1.15,2016-05-10,Kepler
Kepler-1417 b,Transit,0,1,20.35052130,,,,,,0.089,,0,1,0,1,19h23m47.97s,290.949888,+40d36m18.8s,40.605215,656.00,1020.88,13.914,Kepler-band,13.858,5839.00,1.02,1.02,2016-05-10,Kepler
